,Title,Description,Views,Likes
294,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.03548867 0.03548867 0.03548867 0.03548867 0.03548867 0.03548867
  0.03548867 0.03548867 0.07097734 0.03548867 0.03548867 0.03548867
  0.03548867 0.03548867 0.03548867 0.07097734 0.03548867 0.03548867
  0.03548867 0.07097734 0.07097734 0.03548867 0.03548867 0.46135274
  0.03548867 0.03548867 0.03548867 0.03548867 0.03548867 0.10646602
  0.03548867 0.07097734 0.07097734 0.03548867 0.14195469 0.03548867
  0.03548867 0.07097734 0.03548867 0.03548867 0.03548867 0.03548867
  0.14195469 0.03548867 0.07097734 0.03548867 0.03548867 0.03548867
  0.14195469 0.03548867 0.03548867 0.07097734 0.03548867 0.14195469
  0.35488672 0.03548867 0.03548867 0.07097734 0.10646602 0.03548867
  0.03548867 0.07097734 0.03548867 0.03548867 0.03548867 0.03548867
  0.03548867 0.10646602 0.03548867 0.03548867 0.17744336 0.07097734
  0.10646602 0.03548867 0.17744336 0.03548867 0.07097734 0.03548867
  0.03548867 0.14195469 0.03548867 0.03548867 0.03548867 0.10646602
  0.03548867 0.07097734 0.07097734 0.03548867 0.03548867 0.07097734
  0.07097734 0.03548867 0.03548867 0.07097734 0.14195469 0.03548867
  0.03548867 0.03548867 0.07097734 0.42586406 0.2484207 ]]",2980324,165065
295,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],"[[0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.1946017  0.04865043 0.02432521
  0.02432521 0.04865043 0.02432521 0.02432521 0.02432521 0.09730085
  0.02432521 0.09730085 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.21892691
  0.02432521 0.02432521 0.02432521 0.04865043 0.02432521 0.02432521
  0.07297564 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.09730085 0.65678074 0.02432521 0.02432521 0.02432521
  0.04865043 0.09730085 0.02432521 0.04865043 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.04865043
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.07297564 0.02432521 0.02432521 0.04865043 0.02432521 0.04865043
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.07297564
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.04865043
  0.02432521 0.04865043 0.02432521 0.02432521 0.02432521 0.02432521
  0.02432521 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.04865043 0.02432521 0.02432521 0.02432521 0.02432521 0.02432521
  0.04865043 0.02432521 0.02432521 0.02432521 0.07297564 0.04865043
  0.02432521 0.02432521 0.04865043 0.02432521 0.02432521 0.17027649
  0.02432521 0.02432521 0.02432521 0.02432521 0.53515468 0.04865043
  0.02432521]]",4211553,298326
296,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],"[[0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.05050763 0.02525381 0.02525381 0.02525381
  0.02525381 0.05050763 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.1767767
  0.02525381 0.02525381 0.02525381 0.02525381 0.05050763 0.02525381
  0.10101525 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.22728432 0.02525381 0.05050763 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.10101525 0.65659915 0.02525381 0.05050763 0.07576144 0.02525381
  0.05050763 0.02525381 0.02525381 0.05050763 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.07576144 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.07576144 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.07576144 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.05050763 0.05050763 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.02525381 0.02525381
  0.02525381 0.02525381 0.02525381 0.02525381 0.05050763 0.02525381
  0.02525381 0.02525381 0.02525381 0.05050763 0.02525381 0.02525381
  0.02525381 0.02525381 0.05050763 0.02525381 0.02525381 0.02525381
  0.1767767  0.02525381 0.02525381 0.02525381 0.5555839  0.05050763
  0.02525381]]",2826807,197372
297,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.0974162  0.0487081  0.02435405
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.07306215 0.02435405 0.02435405 0.02435405
  0.02435405 0.19483241 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.0487081  0.02435405 0.0974162
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.21918646 0.02435405 0.02435405
  0.0487081  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.12177026 0.65755938 0.02435405 0.02435405 0.02435405 0.0487081
  0.0487081  0.07306215 0.02435405 0.02435405 0.02435405 0.0487081
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.0487081
  0.02435405 0.02435405 0.02435405 0.07306215 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.07306215 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.07306215 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.0487081  0.0487081  0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.02435405 0.02435405 0.02435405 0.07306215 0.02435405
  0.0487081  0.02435405 0.02435405 0.0487081  0.02435405 0.02435405
  0.0487081  0.0487081  0.02435405 0.02435405 0.02435405 0.02435405
  0.02435405 0.17047836 0.02435405 0.02435405 0.02435405 0.53578913
  0.0487081  0.02435405]]",1566091,103138
298,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.05080005
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.17780018 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.05080005 0.02540003
  0.1016001  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.22860023 0.02540003 0.02540003 0.05080005
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.1016001  0.66040066 0.02540003 0.02540003 0.07620008 0.02540003
  0.05080005 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.07620008 0.07620008 0.02540003
  0.02540003 0.02540003 0.02540003 0.07620008 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.05080005 0.02540003 0.05080005 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.02540003
  0.02540003 0.02540003 0.02540003 0.02540003 0.02540003 0.05080005
  0.02540003 0.02540003 0.02540003 0.05080005 0.02540003 0.02540003
  0.05080005 0.05080005 0.02540003 0.02540003 0.02540003 0.02540003
  0.17780018 0.02540003 0.02540003 0.02540003 0.55880056 0.05080005
  0.02540003]]",818716,74813
299,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.02464071 0.02464071 0.02464071 0.02464071 0.04928142 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.09856284
  0.19712567 0.02464071 0.02464071 0.02464071 0.04928142 0.02464071
  0.09856284 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.22176638
  0.02464071 0.02464071 0.04928142 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.09856284 0.66529914
  0.02464071 0.04928142 0.07392213 0.02464071 0.02464071 0.04928142
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.07392213 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.07392213 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.04928142 0.02464071 0.02464071 0.02464071
  0.04928142 0.04928142 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.02464071 0.02464071 0.02464071
  0.02464071 0.02464071 0.02464071 0.04928142 0.02464071 0.02464071
  0.02464071 0.04928142 0.02464071 0.02464071 0.02464071 0.04928142
  0.04928142 0.02464071 0.02464071 0.02464071 0.02464071 0.04928142
  0.17248496 0.02464071 0.02464071 0.02464071 0.02464071 0.5420956
  0.04928142 0.02464071]]",1251722,94987
300,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.04965975 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.07448963 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.17380914 0.02482988 0.02482988 0.02482988 0.02482988 0.04965975
  0.02482988 0.09931951 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.2234689  0.02482988 0.04965975 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.12414939
  0.64557681 0.02482988 0.07448963 0.07448963 0.02482988 0.04965975
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.04965975 0.07448963 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.07448963 0.02482988 0.02482988 0.04965975 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.04965975 0.04965975 0.02482988 0.02482988 0.02482988
  0.02482988 0.02482988 0.02482988 0.02482988 0.02482988 0.02482988
  0.02482988 0.04965975 0.02482988 0.02482988 0.02482988 0.02482988
  0.04965975 0.02482988 0.02482988 0.07448963 0.02482988 0.02482988
  0.04965975 0.02482988 0.02482988 0.04965975 0.02482988 0.07448963
  0.04965975 0.02482988 0.02482988 0.02482988 0.02482988 0.17380914
  0.02482988 0.02482988 0.02482988 0.02482988 0.5462573  0.04965975
  0.02482988]]",2543690,158056
301,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.17734311
  0.02533473 0.05066946 0.02533473 0.02533473 0.02533473 0.05066946
  0.02533473 0.10133892 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.22801257 0.02533473
  0.02533473 0.05066946 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.10133892 0.65870297
  0.02533473 0.02533473 0.02533473 0.07600419 0.02533473 0.02533473
  0.05066946 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.07600419 0.02533473 0.05066946
  0.02533473 0.02533473 0.02533473 0.02533473 0.07600419 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.05066946 0.05066946 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.02533473 0.02533473 0.02533473 0.02533473
  0.02533473 0.02533473 0.05066946 0.02533473 0.05066946 0.02533473
  0.02533473 0.02533473 0.02533473 0.05066946 0.02533473 0.02533473
  0.05066946 0.17734311 0.02533473 0.02533473 0.02533473 0.55736405
  0.05066946 0.02533473]]",3823281,184548
302,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]","[[0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.04431334
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.04431334 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.04431334 0.15509669 0.02215667 0.02215667
  0.06647001 0.02215667 0.02215667 0.02215667 0.04431334 0.02215667
  0.02215667 0.02215667 0.06647001 0.02215667 0.08862668 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.11078335 0.02215667
  0.11078335 0.02215667 0.02215667 0.02215667 0.02215667 0.04431334
  0.19941003 0.02215667 0.02215667 0.02215667 0.02215667 0.06647001
  0.02215667 0.04431334 0.02215667 0.02215667 0.04431334 0.04431334
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.04431334 0.11078335 0.02215667
  0.08862668 0.59823008 0.02215667 0.02215667 0.02215667 0.02215667
  0.06647001 0.02215667 0.02215667 0.04431334 0.02215667 0.06647001
  0.06647001 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.04431334 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.04431334
  0.02215667 0.02215667 0.02215667 0.06647001 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.06647001 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.04431334 0.04431334 0.02215667
  0.02215667 0.06647001 0.06647001 0.02215667 0.02215667 0.02215667
  0.13294002 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.02215667 0.02215667 0.02215667 0.02215667 0.02215667
  0.02215667 0.04431334 0.02215667 0.02215667 0.02215667 0.02215667
  0.11078335 0.02215667 0.02215667 0.04431334 0.02215667 0.04431334
  0.04431334 0.02215667 0.02215667 0.02215667 0.02215667 0.04431334
  0.02215667 0.02215667 0.02215667 0.04431334 0.04431334 0.02215667
  0.02215667 0.02215667 0.02215667 0.04431334 0.06647001 0.02215667
  0.19941003 0.17725336 0.02215667 0.02215667 0.02215667 0.02215667
  0.48744674 0.04431334 0.02215667]]",795459,42552
303,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]","[[0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.17655165 0.02522166 0.02522166 0.02522166 0.05044333
  0.02522166 0.10088665 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.22699497 0.02522166
  0.02522166 0.02522166 0.02522166 0.05044333 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.12610832 0.65576325 0.02522166
  0.02522166 0.07566499 0.02522166 0.05044333 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.07566499 0.02522166 0.05044333
  0.02522166 0.02522166 0.02522166 0.02522166 0.07566499 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.02522166 0.05044333 0.05044333 0.02522166 0.02522166
  0.02522166 0.02522166 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.05044333 0.02522166 0.02522166 0.02522166 0.02522166
  0.02522166 0.05044333 0.02522166 0.02522166 0.05044333 0.02522166
  0.02522166 0.02522166 0.05044333 0.05044333 0.02522166 0.02522166
  0.02522166 0.05044333 0.02522166 0.17655165 0.02522166 0.02522166
  0.02522166 0.5548766  0.05044333 0.02522166]]",1649154,78695
304,[[0.33333333 0.33333333 0.33333333 0.66666667 0.33333333 0.33333333]],"[[0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.15691973 0.02615329 0.02615329 0.02615329 0.05230658 0.02615329
  0.07845987 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.2353796
  0.02615329 0.02615329 0.07845987 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.10461316 0.65383223 0.02615329
  0.02615329 0.07845987 0.02615329 0.05230658 0.02615329 0.05230658
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.05230658 0.02615329 0.02615329 0.07845987 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.05230658 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.05230658
  0.05230658 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.02615329 0.02615329 0.02615329 0.02615329
  0.02615329 0.02615329 0.05230658 0.02615329 0.02615329 0.05230658
  0.05230658 0.02615329 0.02615329 0.02615329 0.15691973 0.02615329
  0.02615329 0.02615329 0.57537236 0.05230658 0.02615329]]",2727215,127861
305,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.17745704 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.05070201 0.02535101 0.10140403 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.22815906 0.02535101 0.05070201 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.10140403 0.65912616 0.02535101 0.02535101 0.02535101 0.07605302
  0.02535101 0.05070201 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.07605302 0.02535101 0.02535101 0.02535101 0.02535101
  0.05070201 0.02535101 0.02535101 0.02535101 0.07605302 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.05070201 0.05070201
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.02535101 0.02535101 0.02535101 0.05070201
  0.02535101 0.02535101 0.02535101 0.02535101 0.05070201 0.02535101
  0.02535101 0.05070201 0.05070201 0.02535101 0.02535101 0.02535101
  0.02535101 0.02535101 0.17745704 0.02535101 0.02535101 0.02535101
  0.55772214 0.05070201 0.02535101]]",3804018,182270
306,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.17124181 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.04892623 0.02446312 0.09785246 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.22016804 0.02446312 0.02446312 0.02446312 0.02446312 0.04892623
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.09785246 0.63604102
  0.02446312 0.02446312 0.04892623 0.02446312 0.04892623 0.07338935
  0.09785246 0.02446312 0.04892623 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.04892623
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.02446312
  0.07338935 0.02446312 0.17124181 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.07338935 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.04892623 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.02446312 0.04892623
  0.02446312 0.04892623 0.02446312 0.02446312 0.02446312 0.02446312
  0.02446312 0.02446312 0.02446312 0.02446312 0.04892623 0.04892623
  0.02446312 0.02446312 0.02446312 0.04892623 0.02446312 0.02446312
  0.02446312 0.02446312 0.04892623 0.02446312 0.02446312 0.02446312
  0.04892623 0.02446312 0.02446312 0.07338935 0.04892623 0.02446312
  0.04892623 0.02446312 0.02446312 0.17124181 0.02446312 0.02446312
  0.02446312 0.02446312 0.53818855 0.04892623 0.02446312]]",1743722,103180
307,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],"[[0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.04897021
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.19588084
  0.02448511 0.02448511 0.02448511 0.04897021 0.02448511 0.14691063
  0.02448511 0.02448511 0.04897021 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.22036595 0.02448511 0.04897021 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.09794042 0.66109784 0.02448511
  0.02448511 0.07345532 0.02448511 0.04897021 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.07345532 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.07345532 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.04897021 0.04897021 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.02448511
  0.02448511 0.02448511 0.02448511 0.02448511 0.02448511 0.04897021
  0.02448511 0.04897021 0.02448511 0.02448511 0.04897021 0.04897021
  0.02448511 0.02448511 0.02448511 0.04897021 0.04897021 0.02448511
  0.02448511 0.02448511 0.19588084 0.02448511 0.02448511 0.02448511
  0.53867232 0.04897021 0.02448511]]",4358197,294094
